explicit,id
False,5ZEY2HUEstaLlhxGoWmzCE
False,1Jx69b09LKTuBQxkEiFfVX
False,1mXiSrqOdR09yT43TwkSLh
False,0bJfgUyjfPJYqRgUxb12Eh
False,05sCp83gcMm1iecYydKJS3
False,2JATE4qxTuVgKEKe12sqLp
False,0QaCNjtdot0XiD8E347iQn
False,5mQNY6pTeSDl2doFB7uLbE
False,7kAykEQsPsC67ML8qQmOSW
False,5xtliWYBVT4cKo9BtBn43B
False,5xRcy8i64lENBk48rOe7K8
False,5oLP3yTZ7oQlRJ8bSCWvzN
False,797fEwjPjyNhkoQCHDkzne
False,7FQgwxkgClQLTwEilUlscr
False,5NbplIIyJnnAPrUWeJAbQ4
False,0x7oCog91UWqiYJQEee3uK
False,6zsFCfP4TK2J48tMYjb668
False,7kftK4n15rl1wbpfjSq2Tk
False,5SlNjNaibdMLveJPYqAAaE
False,1lFHaHvZeLf6XrOqX6iLlS
True,3Q8OcLCVLnlgOaUO3MelqM
True,7KtvphOkomIs0EJ7LC7IFM
True,70tFuqBcduJv15bEnOPRTh
True,0O29lIj6AZCrjCKyZjhdCE
True,4Fut6CMkohDvLkMVeXp001
True,5xpmdbQcfIOsE1hACcC3UK
True,4dMfcca0nQNXXj1etzeME4
True,3mePeLKszLpXgHg3DmkfEd
True,1kTfThxeMMN01vZYhQc13Q
True,5VKsvhjnjQ3IAspPjGiNPf
True,3ZUcWb5XC0O1FCJccFIesu
True,3xWprflDaY2qsevE93TzFu
True,3tAz11FTj3uyc1ronoSbil
True,2F2fPUeuYDjVTABUwb1ZVn
True,2hUV9lOrC6ul4p4WbgLneh
True,4Ccczpsq59ci35Wrom40Pl
True,6ltwanTt7xjvZ3rPayPppS
True,1bzM1cd6oqFozdr4wK6HdR
True,30CZcZ0NpTXjVJJa5X5nwf
True,7FYH5AW3bVfZHJIQpq3UOA
True,3rsOs39rDAYxIOrDTHAgR9
True,1o8jNa1Rsgh0iI9KQKRDHN
True,35wGuOS7f10WZ3yfmbAzjD
True,2g2cBOrUa5n9ee1RtOISVT
True,6rje9f1wRFJDO2iTORw0lH
True,0WYH592ttkhg3wch4a4Xvk
True,731Pa6Gt7GAdADATMSEL0N
True,3JaQQnAGa5pIqhqSiA7r2f
True,2YhBJbeXBz2VsthtV5O4bY
True,11fPH8NoSw15IG5hWk5zLL
True,0VjkjJ1vNCrbdk0EhM6Phw
True,5Pd7oO5U5fP9lXUjeUFMxi
True,40XYVhxWCrpvwfTo2hZoER
True,6bxUnsSGZCmoHHU5auwtps
True,6RGGi6UDemTjKwtAsIRBHv
True,6FjcShHWPvel5QPNhWivJe
True,0voD21I5OCmqorwxeJc6Fx
True,5kzruPQIvdiTMKi4Rubb2H
True,08kRN04bnducQfDQWK0qRW
True,5IhzqrLFV9TXamqWJpKaND
True,083BwqY9ytOa7IxhuK7wee
True,34Dk0bzjsXFDluNOgCwBAM
True,7APbjv93QFw0qzoI2MQyfA
True,4k1twluDPNSnrFd3Wxsibv
True,37QI1IlyU8UktPxyXv7Pms
True,7G0PgkkbavF7Rh4zNrUxH0
True,35k5ePiDMMdacA7jIF9RFY
True,0URaKGzNTtzKRtsJN1RkA9
True,0SGkqnVQo9KPytSri1H6cF
True,1MksGqIztTT6M9R1ErKVs8
True,1jQsKN68yE94tMYml0wHMd
True,0Fv5N0cHBsl4bzCbollCAS
True,7yoe9vbbzakNAXwb1UaWLS
True,1u0MOgWF1bbylVxpJG2ZjB
True,4atJ40xfasjdM9ZF3p07BV
True,2pzuU8vLaG8W1P31X65ZP9
True,5VlstKgCJPHDIMCQO4jHcQ
True,7M62jxrvr7UJdo6DchAFf3
True,6zpXc7WJ3TqYWb02B6sKyF
True,4DhcorFL5TTEMuh17ZQUqY
True,0nfkzX4y8O7Jxotd7bCu2C
True,0fIdptEaBDh3FZii3PRwtt
True,3wAI7MIQtTgwcRmwchPZBc
True,42XnD59SFcomCJu55EPhqJ
True,7dHui7yOhsoj7HdWSuJTW7
True,7DuvVy7JfFgXwWlVzyyPys
True,0fWBFDRTIuk8ZgNdZqhCer
True,6Vur2D5ks3pdAZqqmLIeab
True,5cHorcEr5z7GC0DjKxiWF1
True,5bq7cr4wjs9LaK7V7onc5F
True,4GvhvCrqxhpyMBUzwdDC0T
True,6LotTSj4ATgXgke2ktLC1O
True,299BwPuDKF8B7fAxOMV0IE
True,4LdCVYeC2ajzTRSDUKnfW6
True,4VUxGfevuMyFGNgS1vNCjw
True,0o8JTp5FvUxRUef7n22dBv
True,3venYOCxPwfgiPaImKiBXN
True,2a3dCiNIEwM7Edje7zRlxJ
True,5o7p4rA5GAfgfMMecNiDE3
True,35y0QevoFECULrZDVAnh7J
True,2XOCyCaia62PAWAqeDZwIY
True,15jo90pdBFivbZVjQjwBmp
True,0CAXRKyUQaD4E41FnoAtph
True,5LP1yd25F3uQljnKQZuIIx
True,2F3OxhnYBzrIdnq1ukuFhD
True,0JJGghrVTud5Mk5qotEO1u
True,36vjs14mqcOXQEZrFnK0Kp
True,2vMZHA8gWMyQg2psOSiYbJ
True,4Zho5ZcYy8hQu37s8DE4kf
True,5udhpM95sNrkwEul5pfFFJ
True,2HVhqSOrOQxjI1tXd1hIqO
True,5PnMtieqfq5947GrUNIUes
True,43WtwbGIQMHdd0YrmG6x0o
True,3tvkJG2wSUzuWRAcyHYfxE
True,1kJgaPCarg0X84V5EAwW5t
True,7bIP39WTV3mcxMKW2dnWFU
True,0bMAr5mLBuDesMr54725Az
True,6rRupvuAzMWi8XcxHF4wPH
True,4rH03ZZCCIsxv8C9URdbqE
True,07RXBKfyCYIYRMLCvlGWXU
True,7xALKjA0CabFZVz42mzcqN
True,1DRRWz7CF55lysOeyCFEdh
True,4Ri31pnazSTnF439vC5tc3
True,0PqRZ1lmSEeRhkslB6FVkg
True,3YSRJkyOVe2sYYV3LSVUd0
True,2I3VoovnXODv5W8FRwv836
True,3cEwW0OE6GhpufUNdOFKna
True,4X0P8WJB9BtV3BkVxNPRS7
True,2YYfVqJfRPb74IJRHXZV1m
True,3iC7Ea2rXQ8OVbiGfPx7T5
True,5hAaUwlMN2HSHXqllIDqTI
True,5ATFBa6sK2xZIx61AL9NaR
True,5SiL0DC56bUFUXMgmycGgK
True,2HFCQRS3gTYj7ANg9tlEwi
True,0332p5aiaQ6vyomilcGSy4
True,0NA4ULVsnaQ0JhLT0fBxPA
True,5yVIUDoRLABwPmtaqAkGrZ
True,6j9iyrrmqWlQZ5SD1hSTaq
True,5qkWTBmDmZjogwIvbKtJQv
True,6J5sxraPPZ4b0CVOGAgpXj
True,7jDkOdfBy7D5MJVKCxQQ2J
True,67g3peWMWu7Vbq7aZNe1Ts
True,51qLC3ISB1Lij4d1ZIfycR
True,7EyXVUqk1C5cqCXkgWqtUp
True,0HappsAtiF5VJXo7v3jKRb
True,5LAUeNCIwAgiPGl5gYdNSu
True,0B8JDKazrJlFDyBo84MimI
True,7fLCTKj6IzJhzfTA9AybpX
True,6ZFmOtCTbxLo46bEJMPRME
True,3MxOfebfN3LyxTYnl56D7T
True,0zaF78E1pa9xwmD5hgFycL
True,4CNQcnsZUuTN3PU9UoSO4z
True,53kSTHYYISgucFCoJJl5PU
True,27WbRrs4CvRX8oZJ5U5YNj
True,1OXqSYPFGo9FNJhFZXj4Qd
True,1evJrON4YqdLYc6W1vcyg2
True,5NsNQsAGxyE42m7IrIJCCW
True,67pfi3UDutkyP3OrVFApWE
True,4fVlXWhaWgFmbIpx9sIH13
True,3KelUFXvdEc2xZe7H0GjbO
True,4NeJ1QJw8HHWJLiKSVmeD5
True,5uaFjWmaxUQvAu93sstl4j
True,0ULgkP1dMkojYorka8UxJ0
True,2XRxaduQQMrAvBh0EshHlu
True,3t3fXo2zXNwTu4Ul7M4xLH
True,7bf70LmWt3EJ8ZOGGQvkUV
True,6YqOsoxPJpRime5xFqf3UV
True,0Hwv95y5KxQZGeG6vqnacx
True,0YvlJPue3O5zVIckmsnIbs
True,6QCvI9gnU6MchZCPq99h85
True,1gpSrGUfU3F9TOzPlEyLxH
True,7xbV9wF8FcmBq4KNG2gZOY
True,6V7XU76j4zlcgAITJPukaT
True,7AYWfI4XyXEpknmgN6xOPn
True,4SbiF0fFPbhG3it1foH7MG
True,0VNRyH6wmpfQn82COyaL87
True,5qCcAZ39MJCzrlOPlHwvSm
True,1dg1TPXNlWrxuJLVGlEi2y
True,7zSDe2uEQqGQJAfPBDMOYc
True,08SEsgrfGk3MT2WqJYMLaE
True,1tSSIC5KkhKYdmSXvaCizJ
True,0HrXn5eWwmXrwNRI0Aywbm
True,1AdYncjFKD4qtonzhudFlt
True,6ruqGUSqIRpwDoyeXd0yZj
True,6eKLxOoJyD0w1bxRXYQebG
True,3hpmwx94DW5g0BAufETtAz
True,576L0xwySElhlLh2WDzsJx
True,7yOfFxDE2kZtDKa2B54MkS
True,3Vm3WLIuSrfkxZai8LA9UX
True,6KGQ6Y77OrkdFe3g2xYVKd
True,4iYPPLdswZhS1sqPFBAWgZ
True,2Qt8dr7XMBqAHpYKrBwhCE
True,2naqKnpdMpvMsjxBrH58E3
True,54T2gHlCq1hVIrfTq4YwAQ
True,4S2YXdmVnZDnbbvi4d8EHU
True,6VSUEsxRyCZh8Jc337uE7i
True,1BBaTz2cVj2DzuM9HLOmwp
True,2eu7qtutwuwZtMkbK7uxpm
True,5ZFscV0Hw6uR2eppHfSINQ
True,05AXwekEtlEQtIShshh7aY
True,1b4gq8EXc8h32pLItR4Nih
True,4bbSF12kBrDKoib7NZIiOi
True,2u5aWci0iAChV9JoyRNdZz
True,6pF95vtQgZRODdBAnMcqhN
True,7L6Yvns84Ayz9uHlW4dTpr
True,7s8NiGsmHTT7K9CLIKvkSW
True,1xe2W36ZKi9M9R7tWCY761
True,6VE0AJJvicSeX2QO7bpFBW
True,2sFArpNxneo4wFY2h6kCX8
True,4V8b2kcdPjq39GpI30EeC9
True,3p4ezazD13HAlnIkIvXWMO
True,0sK5ecJ7GUWoamQ4cchMa4
True,519OoKgwtqIS1NE3lR4hqf
True,2z6K01lSqi1CzueLKuSCrC
True,2wY8ZIMBATERhRezsdfqDl
True,1ltHCfTFUsQyjJntmet3ip
True,5wNKnNd3Jvy6U4ktOgFoza
True,06o3HS9wFhXitra5857RBR
True,5zlSTZhZq6rXL4Xn2PBayO
True,5xkTHyhR9kCuFvqPkjgpId
True,39pS70eeDvyCAF3t8NAlVV
True,1nX9KhK3Fff27SnrIor2Yb
True,1nX9KhK3Fff27SnrIor2Yb
True,71DiuXGizHqLPTdzCY6ND6
True,64wR8Jdm7ikY3IbJOt5F9Z
True,0NUv9KAJeJM6dndf1rXbU9
True,5tkDCf3xKRZjT5RbCb3sZB
True,5tkDCf3xKRZjT5RbCb3sZB
True,6H0AwSQ20mo62jGlPGB8S6
True,0s9Wc5PMMEto8sImSqP4zl
True,0yyiXNPik06E8YOwWZoY8i
True,21PYvZScoUng2OZNj21VTh
True,67gmXPQZL1ISSh13OJJ1Pu
True,1Qxj5nxpN2zXWYngetSiRi
True,20hJHh3rZS3qharPd6jAKj
True,6vyiJLw78B1MsrPBBg6BBq
True,3RJdbAqRg0yRlQJicNa5My
True,422lAAWQO9TqL1LxIPdhOn
True,40YcuQysJ0KlGQTeGUosTC
True,4wckW1OjAM2z6elKQdqUpi
True,5sv4LTz8qayQYnXlzaxg2x
True,26jrY21NkSefFPxpndtu4z
True,5O2Yjlcs5pSpHq1gcA0cwg
True,7xq3uN2toVZ8IbNzfTucyJ
True,3DJzymVeQfMiPRgNSPUavd
True,4ztaHDRJVuQe61KVCIpgqw
True,7swwxTs8Ra32hrsnWWgIyZ
True,3V8gULd6OJQ8myIO9ET23e
True,1Bqxj0aH5KewYHKUg1IdrF
True,76cdpJtbucm5LkjJ073uwP
True,1WQvmGZIMBmapHL3Garw7e
True,7cYtIISdq6e8UtWKugjCvm
True,2tIoKW7EXq9V10Kfg9zrDv
True,2WWruw7ul9N7eqoHELyMc2
True,6wOCaV1MY8CN2ujNJSfr5z
True,5k38wzpLb15YgncyWdTZE4
True,6sDCgB1Ulh7aw92mk0opyd
True,3qk4wRMDlaeagZGjSYbsOV
True,0HXhk04CE4fE2Xr387TET3
True,2DQ1ITjI0YoLFzuADN1ZBW
True,7fOPVfABNLg3sxtgXBhBdp
True,1QUuqPaTbBjFOvYjzq5Lso
True,18bhLb1XbBQbRj9QAvIiHt
True,1lOvSqQIVIkNaDZlt645d0
True,5oZvmo8ARpuBbaGArm8cBn
True,3rtuukjxyg57bDRZbkkt5l
True,6kbs6lHYzEyjhi7Dss2yVL
True,2DfBHbZ1rq4Nu1pzKNAwxY
True,44YAJYlDg4EECrecze8BU2
True,3DgoM4s0T7VoHEQkp3xUsW
True,7EqbX6KDCvWms0m8Rbmt2q
True,7aW0z1jKq6FgB7ffpbocg6
True,0EZL3sv66teJRAE4t1NLsQ
True,4jGqZyJhgM89rnIzCV2qZz
True,7f1M8ElwbsDozUiWkoAN3I
True,6jmTHeoWvBaSrwWttr8Xvu
False,6ZiD3lmvLOiUD1FYRyQPlV
True,5au6pkuPDyYtNXA8a1tkbv
True,3Uw0h4GVLVjoUEToSWe0gY
True,78qRSpkPt9y1DtRp2uB9yO
False,3izxuGg0shtMWtx34YeIAl
True,5lffpGkK5A4SAQdJSfTJso
True,3eqfEoBJPQDlUZQzOP0cly
True,5DSr1NMci58MEgS20vivSL
True,4coLgiUlFEKHDoOLkbxzEP
True,4jURQLDdnZp6l3PsvxJaZk
True,4WmS1ZuledEAlrpJv1E22s
True,4Fv6wNYUixnYkj3Dgfrls8
True,2QZuuHydaM9b3NCklAKZbS
True,3b5hk3347NDtMLN7epjtT5
True,2JrttSXqvhuac7ppgNrnl9
True,4HnPZXkx15Y5hfBWh9vtQL
True,6EAE96fgYkea6qZ3pXigNG
True,7uOc6iwZXwxQgo5wTysPlq
True,7xmCwWVmWBawnIzRUdg3Nr
True,1kntApJbCWNPajWjt23eEO
True,25nmwq15BIGIFF44Koftyy
True,3BUKPSbAh41Sl9jOl5mLMm
True,6uz0z5oMeC8QWfTHeR5qlF
True,5R0gQ30puwU1ffBH6ccEwq
True,6saTfdZOJnY6nK0mCjCizw
True,40oKW22ZNNkEdZLJTScaQI
True,6WNekKZLNcUthzBAHugrON
True,567CrVjCl2p3qmZqMKfOD9
True,567CrVjCl2p3qmZqMKfOD9
True,1JM0j7n1B8VcwFGIBTe9AM
True,1JM0j7n1B8VcwFGIBTe9AM
True,6utv1xxjU7R8nMSzYBPsnz
True,6utv1xxjU7R8nMSzYBPsnz
True,6X5x6uOKio6vBiHyptfkGV
True,6X5x6uOKio6vBiHyptfkGV
True,7zStM6BG1egfHOpwdD3Lzi
True,7zStM6BG1egfHOpwdD3Lzi
True,1WIZiOuNO3woKfdlSK2gNn
True,1WIZiOuNO3woKfdlSK2gNn
True,4UZzJnI07nFm07zWhqyDOm
True,7Jd3almoehzurMOYuy2eIE
True,5kystwD4MxwC7cGDM9nqjL
True,5PDvQWLc0hmKvM7kdNqht5
True,3MdGJN1i6P9YrfaRhoo9UR
True,2zxKj4MzDb5HqDln06BIeB
True,7oVPFyS6ieWhJvDRegLjWH
True,0LrQP4igC5G6aLl7avnr1c
True,5ckqSWKDShh83bg8fx9tTM
True,0rGipWrGwAnZsaVkyiJpap
True,1Nh5WUisukhSNgwXLRoyZf
True,5Su82DCebDzhL88yWyUasx
True,4rcDP7pcJ9TN3LDeFSfUav
True,0aLo146zdEelBv1dc5YyME
True,0bXFIF7iL17TYLyx8JHziM
True,1RkkWkxfzn0L75BfPLw3Ix
True,16dXg2YuFOxwDC3cTf5jde
True,4Q3N4Ct4zCuIHuZ65E3BD4
True,189SCF7XFCfIQybq5CZwD9
True,3Aa4thPgwXgOlyEBTF4yzj
True,2NkrrS0VjAE1D8V6JtkZlt
True,4i32ns3wiz22LjTDkoED08
True,0xlyQp1p50ZekkZ0vrBydP
True,3aY5w0ETPcBEdYRe5RlDM7
True,2QnCQRQ2UKKhiMJwh7967M
True,6canmpFnLHVUzvVWAodifz
True,78AucGxdmVa4Bx6HwDPOS4
True,32nztUVOEvvlUtKBufJuzq
True,6gcxng9dLaBV9EHNUDfYX1
True,4RNC26Z9Y5VPTzK4VqQ2yO
True,3WKqIcflQ8FBfdWsyzhuyi
True,6O5plClCxL4fZFgsMRAYgT
True,0BU7nIcCZxYSE0hYcc5oZz
True,1RUyYnWEjmp6TgujLhlVSO
True,4ZcqxVrNRTYoNgAvAacrEi
True,6oc6nO8gds2vYHtt1WnCXL
True,1UOvVGwMMw9c4tqqfCsKRo
True,5xbVYzAqJz1SdT3NdkeFwA
True,7KcmWxygjYBUEHGTGIFAu3
True,34KcJ5C4x43LxKoRSSq6hJ
True,7mokchqO6EMiJbcyXEIWnG
True,6jjl8RfUBRslAzAE9uey1M
True,7mEXBptIoOG39MJ6QhD8Dr
True,3fKT6gzUAshI8UeFT0l5gC
True,4WiFBRzY34rxXOVDc679Oh
True,3hwNXPm5olmYoTQ6WgSIJc
True,4DBRLlkBYPXkTOH2IYkpS1
True,1SRYeLTTfFC1nYtIMauYQc
True,4lLz08rU2lFc82ufc8QQHz
True,3YZ6gC7Ah44lXkwVRhOIdg
True,2iTtYC8SIxz6KJNxwtyw3z
True,7G1egRKLDY04V6F9KiUr5a
True,0mgciG2dZj86hbqlR53hPh
True,3hyDEiX9mMIaYKWHhC6XBa
True,2N1QI4X9tRQelD3Em0r6n8
False,2dXkECKs5qFMwUBrWWvmcp
True,1aSTn7F9RUijD31mAzjlQx
True,3WW9NaxJkWXfahwf5H0VVM
True,4OTofNs1V7sgnSSlzj4edo
True,1jM6fCYnlLCV8t3run0yUl
True,1wHvJ7PJEyEAgiOK5FqAKn
True,4AfNO2UVU4N33AJT4lBmY2
True,5KDj6rPWsDVcIGukuz9g9D
True,6jLzD3MKPmRp58AWTTQnBw
True,4HShStOvX5kpOGgWgNIEUx
True,4S0ibCATJOVJx0M1K57XSc
True,7nx814gyT8DsdZpOsOR35q
True,3yCMKrzcrwlzI7E5Bur7ea
True,7hUM2RrAz7MyIxZaZcdCzn
True,53lNzVaIaBvr3ZwXWniIUX
True,4wP9vFS6qutVoXcAGgbwUi
True,2UnDapGkIkNyqcxM3h75tT
True,3AN3wEILfQKknECOOhhyr0
True,2RIGYmXHM5kEV98M9F7Xij
True,1IE3BS693QAXa7AE7pQMKh
True,54bM3ODmQGj07tLM24lhkV
True,5aNTrv1Vr3MiEMgNYSMYB3
True,7DcWaEjsO3PTAODV2fKeSn
True,4x9O4QdwovsZkRGZo3ahI9
True,74DLQVA51AhcDPycWpNveY
True,3AlLUDEBD7teu96ozLarml
True,4ljFgxQtSqphJtLnqGt0UG
True,2G6PeWL4JanUge47LNdFtJ
True,7HbJiOw9TePjIcvvHCeWRc
True,3PaUIDgMkbY8otG3XUBQek
True,3fT2NSf4QDJOBYkG8hczkS
True,4Vwj4sbwakE8oCmqJ3ufki
True,7q0ZcgGz9DSjadnEOe5Nsk
True,60kbEtzqPb2l5tXwKFWwYQ
True,722etYXeNBNmfsR69z27al
True,788NX6uCNEVuZW8x5BkQqM
True,18HCvNc9NAPpMXmf1o0xwK
True,7fzQlSTmtivBOvBc5W5Z8h
True,1AosZT0NAJ3l8NDWrE83zW
True,0mT0VArpySvYm8KpXRJQVt
True,25Q7WJprY0IoVL0c6WvCxn
True,3XoMtVDuIbmMQ9UKSShXti
True,05nbZ1xxVNwUTcGwLbp7CN
True,0OPfZM09RUjE46nIeJGCfX
True,4TucnqHh162g9sgIoC7Mh1
True,2Bli1Wbi5mRa1BcVJaZ1m4
True,11HOTp4KdeOwmn7Ew0GSIs
True,5qbcsZMwL0x46sX7VO37Ye
True,0lO8ceoBq4lLLKjTAMtFsW
True,3hcAHrLQ2FsYhf8Y5Qywlp
True,2g8nLbse9JTkO78L2apN6M
True,7zxRMhXxJMQCeDDg0rKAVo
True,32tOBDCwd8bKn0gfOAdsbx
True,5Od0M7jp6IODTPW0cygHgu
True,6HbGKJJqQ67K2TwzOndeTj
True,0gHcxtyWQT0HrlGxaxP1KT
True,4EbULzyWMuFx94aoIY1MlJ
True,0jiW3PNiHJxOhWh9oPBJ7m
True,3JWh19WsndEFg0UFRFeTiU
True,4KvXkK07Xyxix6k4Hi60Ia
True,0ttf5LBdTiu8GSQH7J1jJW
True,0RRAHU9Dkui4ZuroPk7XF3
True,1xpXnpIpuvzpx9jz15baJF
True,727Ya71RqL4oMkSLly18sA
True,2pVfXuFewT3uSQEUTeIXgz
True,4Reuxx2B7DFQwp9lDSMMKP
True,5DdZBFXxrE6XeMFV3wmuAl
True,4E7QkOCYzWYb7trOJWsYuS
True,7GNlNNDvM7c9fsv3zsmVQX
True,0Cgig1rlaJEJ6bkHVV5v9o
True,2gNIhXbE588DkW7Za7ruax
True,3NelcGZ46JmV9LqOD1pnxA
True,6nO3tr47nr2P7f3hXb8JIo
True,09L4qpS3qvz725z6K8yW0M
True,4gjt18BzZ6d5efeKRB9PXt
True,1Faq8G2y56A8fRv7HsLq25
True,3jlakYV0x21kzZvR1HUE4X
True,4JjerUTEnRGocSRT74VsaH
True,6UG2khzlXwwiqfqX36c2SR
True,7F5dfj6PSflxWuod9AmBUb
False,6P2Ftfx4BOYq9eo4jdmLxS
True,2gNIhXbE588DkW7Za7ruax
True,3NelcGZ46JmV9LqOD1pnxA
True,6nO3tr47nr2P7f3hXb8JIo
True,09L4qpS3qvz725z6K8yW0M
True,4gjt18BzZ6d5efeKRB9PXt
True,1Faq8G2y56A8fRv7HsLq25
True,3jlakYV0x21kzZvR1HUE4X
True,4JjerUTEnRGocSRT74VsaH
True,4LeJfeJ9u53QLp997SRhim
True,6UG2khzlXwwiqfqX36c2SR
True,7F5dfj6PSflxWuod9AmBUb
False,6P2Ftfx4BOYq9eo4jdmLxS
False,0GhtMa8xDrpMZGwuVZsXk0
True,6QACacT6HhY7ggJYDnnjJW
True,4lysYYScEHPE4crtD1bygo
False,1m3AVS2PNbMDew4rT1idA0
False,6UDJd3eikJTaaHSAh9yCZ6
False,4l1uGYJkqlNhQ2XF41oe7b
False,6bP9rvFfQPlarLPaiO59qc
False,60gFhZCSGPEGTVk6fkTmK7
False,2gLya5aHrooj3GXjdylFZm
False,5TTM8FUZGTDC68raiphC5R
True,5mtOQL7vdw8Mm8d1QOBVvC
False,4ZsuT5ampk1bTgaLgEaevC
False,6h94tLtHTcLvzVEXHOR3g7
False,7rnKVcMj36BgMEphkJQHaH
False,152kYn6HxbRSWBlkkZHWGN
False,2cgZfcnb639TaZhd1AU8iz
False,5k9cFYBcHevjdsyawGjqOI
False,6m3ZWIXhjoV76syT1j2oE9
False,5foICMmhKdnMaE26EXrlqC
False,7pKniAyPbmgkuLvAI5idqk
False,4mhP1ivns0szzcy53ALYY3
False,3oZoXyU0SkDldgS7AcN4y4
False,6h8Bu5maqvdspRv0LXoglo
False,3KHwhq1ZsfBwRYtacrXqVP
False,5svGkex1A57WcrboyvwILJ
False,21AHQlJa5Q0s1Jx2PeulUD
False,4rHlMGnFRKKSFIX5is4rg9
False,4dLyzmnbo7dMAA2FsdfrUV
False,2knFKLxxs7UrTMS9CBxtZh
False,62U9oSSCZpeO4O3PtRyzqd
False,4szR5oXklWQPj3wxH0gueF
False,4qThnCMZOBtIx3Ez1Ea0Yn
False,3QlF2ExmrRP0RM7ffv7y0Q
False,20AbAlPSetbwrQt76D1Zgt
False,6PZxVoICRIWx7SmyvwQkRG
False,5x1dQYiWNbak2Soj2g9dHc
False,5AfJ6qaVuq0NpwPgn0JvLD
False,4GDT7cBlwM1QvLGhfRwwKu
False,1GSnEOIzMyjkxjGA4eONpS
False,2KDXpMzMcl84OCbELorIYI
False,4nyrDQ6tZUXZSfZE2c1vIK
False,7avMlVJ9Vdk9O9lRVKfHXg
False,44gLArv9lq0HuxtUWUW0Jd
False,0LNE8BWoauiilq1rfbgHaU
False,2lWFQbKkMs2o0MIUncCTCE
False,5VgymSsqb2ykNK8MEiV3Nl
False,6itsZ3QsDvfEFoklc08YHD
True,1druWlPinSsAyxuHNl7YoC
True,6UvqcLTcqw4qZtt5lGkClj
True,5Jz5POp67L1TSM9FmdZSdR
False,4186GuHoIST964PyBNHwL4
True,6EnfW37wjj3qcwQDv602CA
True,0Z1ozhbWc9XPczRSrFYqBb
True,6B8h0AJ9iFdXBiiJkPHv69
True,2cYZpcIV39X48RnOFM7w2V
True,5i8vH5IwyxW8ElGr1tXWXk
True,0RuJD7YfBO2gvj6smWkAgR
True,62r62ArmWq38cu6QCVgyTc
True,0XMJORJKm4q3iorGAtcait
True,0eSuBkGm5URmCu6OymIv8x
True,3nPy7iQUaAgZeCeAWpCMG5
True,0fDf7lTJ6A6uzGWUEJHcCq
True,32UioUCnMFsr2UN7SvDyXj
True,1RoMbgq42xO1DDseGTtuEE
True,5d4scXfkO8r4sIf14DfBt0
False,1g1zk6gOFE63kDszT1luxY
True,1PPFVIkRXhTeM6Uud5ckEu
True,62zjOdCRI90kHJCY2VYnSN
True,6GI114RuBiRyc09NcXyU6y
True,3KUpGMnZL76I9E7FoWV1re
True,6wFxUq7Gr44N3uwLjVQRR0
True,0yfeb8mdWhnvuXPjawDbdy
True,1gqkRc9WtOpnGIqxf2Hvzr
True,722tgOgdIbNe3BEyLnejw4
True,0HMCdlOPJkAGlB0MlSWIcO
True,4cAgkb0ifwn0FSHGXnr4F6
True,5nIu0VwPOsjkF61zfevLKh
True,52NmkyHsGsHGb1UX8fTkMg
True,42GcjriRK6srwHkfbkBqVl
True,5nPOM0nFRAJ3XI8xCxNAzO
True,3RKblQNJs8HPvWBgXmq6nn
True,3sNVsP50132BTNlImLx70i
True,5KhFaq45chTw8RGfWo8T8J
True,4HbiCvH1R7mVOJ7KY7JQBD
True,3p6JF5nt0bZOSgZRONNZp0
True,14PlDNjNh3pXyHXzkhX8n5
True,1kIExRNncDWe7eIUktX3bL
True,67FjUdrh4P0MrRczCVsbIT
True,0tYHqwTW4s6VuPWDSD7n7K
True,0ZWvo02qugJAKf2HjdD4fT
True,54okYiE93tpnJ44Y7NLL1q
True,5dqWIDaD75Odn61M0p9B2v
True,0bsp6CwhvjmgPKmMiZOLu9
True,27oFpFktCq9JIXjJQRuv7a
False,5e5MKPtJuFb8NaeSEyV5gD
False,3F18I7LhWKxlf1PytSoTBH
False,4EWCNWgDS8707fNSZ1oaA5
False,4EWCNWgDS8707fNSZ1oaA5
False,0m3Ze0cy8qBHSsV2exAfCw
False,1kxeWHF9PrCVZHvVskv8lg
False,0w2piYWj1F2bzUftzGJgK9
False,02LAK7qT1wya0klSeNO96f
False,6j8gTlbhj9KJSeypNcNAS9
False,1nNPoG2hygEvrFGlHdhvJ9
False,5zuoz1NBnpoHK6g5sbEH8F
False,2RRFTLIglxHgAYQzsSLI4Y
False,6giHsGo1eSYZSXKdNwTC62
True,3aUFrxO1B8EW63QchEl3wX
True,7oHkit3F3vimtsBbnZkU0G
True,6JyEh4kl9DLwmSAoNDRn5b
True,7GRTrWsP3yo2Fx8umJfA1X
True,4RVbK6cV0VqWdpCDcx3hiT
True,2I3dW2dCBZAJGj5X21E53k
True,4kUZvXB3LC3an3HX6h0s17
True,7yNK27ZTpHew0c55VvIJgm
True,23SZWX2IaDnxmhFsSLvkG2
True,2gZUPNdnz5Y45eiGxpHGSc
True,4D6TpthzUVNTjWQqfBW5Kb
True,22L7bfCiAkJo5xGSQgmiIO
True,1ZHYJ2Wwgxes4m8Ba88PeK
True,6K07Ahf6V7CAQn0ikrOztl
True,1UGD3lW3tDmgZfAVDh6w7r
True,3DK6m7It6Pw857FcQftMds
True,3rCNmRonlHN1TXQLcG3dSk
True,4EndPA8b6FDWYp1RgsnLEB
True,2Im64pIz6m0EJKdUe6eZ8r
